ID;name
ddcf90e6-0a6e-4bb8-b6a2-e3d77b08e91e;Europe
f4a9d47c-0a54-4c29-82e3-a1ab5a0d1620;Middle East
bca8ff54-aed6-4214-be42-07c26bddab2b;Americas
e671acd4-f753-4bbb-b279-4e30bc126dfd;Asia
