ID;name
62523a79-cb71-4ff6-9846-cd589180f58a;Fiori Elements
be67f7f4-4efc-4748-afda-c9e54a890629;Fiori Freestyle
b0e30ded-201e-433b-9179-ecda220c88ae;GUI Transaction
8ae01904-a03f-4c9c-b8b3-b585efcf071e;Web Dynpro
